tokens per iteration will be: 6,144
found vocab_size = 1061 (inside data\qaoa\meta.pkl)
Initializing a new model from scratch
number of parameters: 6.49M
C:\Users\ruair\Ruairi\5th Year UCD\Thesis\QAOA-GPT\QAOA-GPT NanoGPT\nanoGPT\train.py:196: FutureWarning: `torch.cuda.amp.GradScaler(args...)` is deprecated. Please use `torch.amp.GradScaler('cuda', args...)` instead.
  scaler = torch.cuda.amp.GradScaler(enabled=(dtype == 'float16'))
num decayed parameter tensors: 22, with 6,524,480 parameters
iter 660: loss 2.0805, time 3596.53ms, mfu 0.02%
iter 680: loss 2.1130, time 3576.13ms, mfu 0.02%
iter 700: loss 2.0258, time 3638.49ms, mfu 0.02%
iter 720: loss 1.9901, time 3536.58ms, mfu 0.02%
iter 740: loss 1.9828, time 3596.72ms, mfu 0.02%
iter 760: loss 1.9991, time 3550.44ms, mfu 0.02%
iter 780: loss 1.9749, time 3555.69ms, mfu 0.02%
step 800: train loss 1.9814, val loss 2.0226
saving checkpoint to out-qaoa
iter 800: loss 1.9827, time 30717.29ms, mfu 0.02%
iter 820: loss 1.9966, time 3601.86ms, mfu 0.02%
iter 840: loss 2.0003, time 3502.28ms, mfu 0.02%
iter 860: loss 2.0066, time 3544.64ms, mfu 0.02%
iter 880: loss 1.9292, time 3605.85ms, mfu 0.02%
iter 900: loss 1.9397, time 3576.71ms, mfu 0.02%
iter 920: loss 1.9779, time 3535.36ms, mfu 0.02%
iter 940: loss 1.8860, time 3547.36ms, mfu 0.02%
iter 960: loss 1.9143, time 3618.81ms, mfu 0.02%
iter 980: loss 1.8975, time 3539.74ms, mfu 0.02%
step 1000: train loss 1.9001, val loss 1.9606
saving checkpoint to out-qaoa
iter 1000: loss 1.9783, time 30346.59ms, mfu 0.02%
iter 1020: loss 1.9449, time 3516.06ms, mfu 0.02%
iter 1040: loss 1.9476, time 3558.35ms, mfu 0.02%
iter 1060: loss 1.9233, time 3561.16ms, mfu 0.02%
iter 1080: loss 1.9493, time 3564.67ms, mfu 0.02%
iter 1100: loss 1.8693, time 3588.11ms, mfu 0.02%
iter 1120: loss 1.8952, time 3572.06ms, mfu 0.02%
iter 1140: loss 1.9667, time 3591.22ms, mfu 0.02%
iter 1160: loss 1.8793, time 3582.14ms, mfu 0.02%
iter 1180: loss 1.9572, time 3542.28ms, mfu 0.02%
step 1200: train loss 1.8469, val loss 1.9080
saving checkpoint to out-qaoa
iter 1200: loss 1.8952, time 30755.62ms, mfu 0.02%
iter 1220: loss 1.9085, time 3595.04ms, mfu 0.02%
iter 1240: loss 1.8913, time 3543.83ms, mfu 0.02%
iter 1260: loss 1.8633, time 3564.57ms, mfu 0.02%
iter 1280: loss 1.9152, time 3552.73ms, mfu 0.02%
iter 1300: loss 1.9102, time 3573.89ms, mfu 0.02%
iter 1320: loss 1.8530, time 3563.24ms, mfu 0.02%
iter 1340: loss 1.8334, time 3592.40ms, mfu 0.02%
iter 1360: loss 1.8217, time 3622.11ms, mfu 0.02%
iter 1380: loss 1.9141, time 3602.25ms, mfu 0.02%
step 1400: train loss 1.8196, val loss 1.8873
saving checkpoint to out-qaoa
iter 1400: loss 1.8822, time 30086.47ms, mfu 0.02%
iter 1420: loss 1.8923, time 3525.43ms, mfu 0.02%
iter 1440: loss 1.8357, time 3542.84ms, mfu 0.02%
iter 1460: loss 1.8835, time 3552.17ms, mfu 0.02%
iter 1480: loss 1.8503, time 3579.09ms, mfu 0.02%
iter 1500: loss 1.8525, time 3564.02ms, mfu 0.02%
iter 1520: loss 1.8946, time 3557.18ms, mfu 0.02%
iter 1540: loss 1.8474, time 3598.93ms, mfu 0.02%
iter 1560: loss 1.7651, time 3566.73ms, mfu 0.02%
iter 1580: loss 1.8260, time 3603.89ms, mfu 0.02%
step 1600: train loss 1.8013, val loss 1.8779
saving checkpoint to out-qaoa
iter 1600: loss 1.8192, time 30303.71ms, mfu 0.02%
iter 1620: loss 1.8635, time 3578.02ms, mfu 0.02%
iter 1640: loss 1.8372, time 3565.62ms, mfu 0.02%
iter 1660: loss 1.8683, time 3607.46ms, mfu 0.02%
iter 1680: loss 1.7557, time 3576.01ms, mfu 0.02%
iter 1700: loss 1.8356, time 3592.71ms, mfu 0.02%
iter 1720: loss 1.8327, time 3536.93ms, mfu 0.02%
iter 1740: loss 1.7681, time 3593.35ms, mfu 0.02%
iter 1760: loss 1.8793, time 3599.04ms, mfu 0.02%
iter 1780: loss 1.8071, time 3592.11ms, mfu 0.02%
step 1800: train loss 1.7750, val loss 1.8659
saving checkpoint to out-qaoa
iter 1800: loss 1.8420, time 29500.53ms, mfu 0.02%
iter 1820: loss 1.7939, time 3567.60ms, mfu 0.02%
iter 1840: loss 1.8345, time 3508.18ms, mfu 0.02%
iter 1860: loss 1.7923, time 3577.81ms, mfu 0.02%
iter 1880: loss 1.8064, time 3612.99ms, mfu 0.02%
iter 1900: loss 1.7498, time 3550.62ms, mfu 0.02%
iter 1920: loss 1.8008, time 3570.47ms, mfu 0.02%
iter 1940: loss 1.7444, time 3624.94ms, mfu 0.02%
iter 1960: loss 1.8636, time 3570.80ms, mfu 0.02%
iter 1980: loss 1.7735, time 3553.86ms, mfu 0.02%
step 2000: train loss 1.7409, val loss 1.8662
saving checkpoint to out-qaoa
iter 2000: loss 1.8242, time 29469.47ms, mfu 0.02%
iter 2020: loss 1.8280, time 3558.72ms, mfu 0.02%
iter 2040: loss 1.7954, time 3583.56ms, mfu 0.02%
iter 2060: loss 1.7515, time 3607.59ms, mfu 0.02%
iter 2080: loss 1.7208, time 3563.49ms, mfu 0.02%
iter 2100: loss 1.7770, time 3600.05ms, mfu 0.02%
iter 2120: loss 1.7341, time 3570.37ms, mfu 0.02%
iter 2140: loss 1.7773, time 3581.96ms, mfu 0.02%
iter 2160: loss 1.8063, time 3582.75ms, mfu 0.02%
iter 2180: loss 1.7736, time 3576.77ms, mfu 0.02%
step 2200: train loss 1.7354, val loss 1.8641
saving checkpoint to out-qaoa
iter 2200: loss 1.8079, time 30122.49ms, mfu 0.02%
iter 2220: loss 1.7213, time 3526.43ms, mfu 0.02%
iter 2240: loss 1.7395, time 3565.75ms, mfu 0.02%
iter 2260: loss 1.7374, time 3561.73ms, mfu 0.02%
iter 2280: loss 1.8308, time 3583.50ms, mfu 0.02%
iter 2300: loss 1.7599, time 3570.86ms, mfu 0.02%
iter 2320: loss 1.7616, time 3602.86ms, mfu 0.02%
iter 2340: loss 1.8261, time 3634.97ms, mfu 0.02%
iter 2360: loss 1.7225, time 3599.10ms, mfu 0.02%
iter 2380: loss 1.6856, time 3602.05ms, mfu 0.02%
step 2400: train loss 1.6982, val loss 1.8425
saving checkpoint to out-qaoa
iter 2400: loss 1.6672, time 29575.61ms, mfu 0.02%
iter 2420: loss 1.7076, time 3577.82ms, mfu 0.02%
iter 2440: loss 1.7459, time 3529.39ms, mfu 0.02%
iter 2460: loss 1.7761, time 3590.09ms, mfu 0.02%
iter 2480: loss 1.6969, time 3615.32ms, mfu 0.02%
iter 2500: loss 1.7566, time 3598.07ms, mfu 0.02%
iter 2520: loss 1.6872, time 3584.22ms, mfu 0.02%
iter 2540: loss 1.6777, time 3552.35ms, mfu 0.02%
iter 2560: loss 1.6987, time 3608.75ms, mfu 0.02%
iter 2580: loss 1.7109, time 3548.85ms, mfu 0.02%
step 2600: train loss 1.6654, val loss 1.8401
saving checkpoint to out-qaoa
iter 2600: loss 1.6786, time 30538.81ms, mfu 0.02%
iter 2620: loss 1.6916, time 3572.06ms, mfu 0.02%
iter 2640: loss 1.7181, time 3619.79ms, mfu 0.02%
iter 2660: loss 1.6982, time 3618.98ms, mfu 0.02%
iter 2680: loss 1.6816, time 3579.47ms, mfu 0.02%
iter 2700: loss 1.6837, time 3547.01ms, mfu 0.02%
iter 2720: loss 1.7229, time 3550.54ms, mfu 0.02%
iter 2740: loss 1.7610, time 3514.06ms, mfu 0.02%
iter 2760: loss 1.6319, time 3541.76ms, mfu 0.02%
iter 2780: loss 1.6384, time 3559.30ms, mfu 0.02%
step 2800: train loss 1.6123, val loss 1.8212
saving checkpoint to out-qaoa
iter 2800: loss 1.6635, time 30064.94ms, mfu 0.02%
iter 2820: loss 1.6473, time 3571.68ms, mfu 0.02%
iter 2840: loss 1.6803, time 3582.00ms, mfu 0.02%
iter 2860: loss 1.6701, time 3560.82ms, mfu 0.02%
iter 2880: loss 1.6232, time 3568.48ms, mfu 0.02%
iter 2900: loss 1.7323, time 3559.97ms, mfu 0.02%
iter 2920: loss 1.6303, time 3578.37ms, mfu 0.02%
iter 2940: loss 1.5966, time 3594.36ms, mfu 0.02%
iter 2960: loss 1.5836, time 3570.99ms, mfu 0.02%
iter 2980: loss 1.6080, time 3588.15ms, mfu 0.02%
step 3000: train loss 1.5668, val loss 1.8004
saving checkpoint to out-qaoa
iter 3000: loss 1.6487, time 30534.74ms, mfu 0.02%
iter 3020: loss 1.6524, time 3580.56ms, mfu 0.02%
iter 3040: loss 1.6313, time 3554.63ms, mfu 0.02%
iter 3060: loss 1.6383, time 3568.35ms, mfu 0.02%
iter 3080: loss 1.6041, time 3579.95ms, mfu 0.02%
iter 3100: loss 1.6364, time 3554.18ms, mfu 0.02%
iter 3120: loss 1.6074, time 3604.76ms, mfu 0.02%
iter 3140: loss 1.6366, time 3559.37ms, mfu 0.02%
iter 3160: loss 1.5741, time 3643.43ms, mfu 0.02%
iter 3180: loss 1.5726, time 3607.12ms, mfu 0.02%
step 3200: train loss 1.5020, val loss 1.7905
saving checkpoint to out-qaoa
iter 3200: loss 1.5359, time 30439.27ms, mfu 0.02%
iter 3220: loss 1.5377, time 3540.02ms, mfu 0.02%
iter 3240: loss 1.6016, time 3595.49ms, mfu 0.02%
iter 3260: loss 1.5033, time 3557.77ms, mfu 0.02%
iter 3280: loss 1.4857, time 3617.08ms, mfu 0.02%
iter 3300: loss 1.5430, time 3622.94ms, mfu 0.02%
iter 3320: loss 1.5116, time 3565.93ms, mfu 0.02%
iter 3340: loss 1.5028, time 3561.04ms, mfu 0.02%
iter 3360: loss 1.4850, time 3589.07ms, mfu 0.02%
iter 3380: loss 1.5329, time 3627.94ms, mfu 0.02%
step 3400: train loss 1.4227, val loss 1.7729
saving checkpoint to out-qaoa
iter 3400: loss 1.5929, time 29366.08ms, mfu 0.02%
iter 3420: loss 1.5583, time 3601.36ms, mfu 0.02%
iter 3440: loss 1.4680, time 3556.82ms, mfu 0.02%
iter 3460: loss 1.4567, time 3547.20ms, mfu 0.02%
iter 3480: loss 1.5248, time 3565.76ms, mfu 0.02%
iter 3500: loss 1.5457, time 3552.35ms, mfu 0.02%
iter 3520: loss 1.4604, time 3528.73ms, mfu 0.02%
iter 3540: loss 1.5422, time 3546.15ms, mfu 0.02%
iter 3560: loss 1.4356, time 3558.02ms, mfu 0.02%
iter 3580: loss 1.4252, time 3539.49ms, mfu 0.02%
step 3600: train loss 1.3299, val loss 1.7485
saving checkpoint to out-qaoa
iter 3600: loss 1.4266, time 31087.98ms, mfu 0.02%
iter 3620: loss 1.4862, time 3614.60ms, mfu 0.02%
iter 3640: loss 1.4528, time 3578.65ms, mfu 0.02%
iter 3660: loss 1.4344, time 3596.46ms, mfu 0.02%
iter 3680: loss 1.4326, time 3554.67ms, mfu 0.02%
iter 3700: loss 1.4356, time 3564.61ms, mfu 0.02%
iter 3720: loss 1.3903, time 3588.27ms, mfu 0.02%
iter 3740: loss 1.4313, time 3627.80ms, mfu 0.02%
iter 3760: loss 1.4224, time 3550.86ms, mfu 0.02%
iter 3780: loss 1.4222, time 3583.93ms, mfu 0.02%
step 3800: train loss 1.2354, val loss 1.7127
saving checkpoint to out-qaoa
iter 3800: loss 1.3554, time 30885.79ms, mfu 0.02%
iter 3820: loss 1.4117, time 3599.95ms, mfu 0.02%
iter 3840: loss 1.3754, time 3591.51ms, mfu 0.02%
iter 3860: loss 1.3657, time 3605.32ms, mfu 0.02%
iter 3880: loss 1.3546, time 3636.06ms, mfu 0.02%
iter 3900: loss 1.2961, time 3534.21ms, mfu 0.02%
iter 3920: loss 1.2831, time 3558.48ms, mfu 0.02%
iter 3940: loss 1.2733, time 3595.17ms, mfu 0.02%
iter 3960: loss 1.3559, time 3524.55ms, mfu 0.02%
iter 3980: loss 1.4128, time 3554.60ms, mfu 0.02%
step 4000: train loss 1.1314, val loss 1.6675
saving checkpoint to out-qaoa
iter 4000: loss 1.3402, time 30379.39ms, mfu 0.02%
iter 4020: loss 1.3279, time 3574.64ms, mfu 0.02%
iter 4040: loss 1.2633, time 3564.89ms, mfu 0.02%
iter 4060: loss 1.3763, time 3576.07ms, mfu 0.02%
iter 4080: loss 1.2894, time 3531.27ms, mfu 0.02%
iter 4100: loss 1.1812, time 3597.85ms, mfu 0.02%
iter 4120: loss 1.2108, time 3548.83ms, mfu 0.02%
iter 4140: loss 1.2333, time 3551.97ms, mfu 0.02%
iter 4160: loss 1.2874, time 3539.52ms, mfu 0.02%
iter 4180: loss 1.3007, time 3561.83ms, mfu 0.02%
step 4200: train loss 1.0396, val loss 1.6143
saving checkpoint to out-qaoa
iter 4200: loss 1.3047, time 29470.45ms, mfu 0.02%
iter 4220: loss 1.2688, time 3562.40ms, mfu 0.02%
iter 4240: loss 1.2380, time 3581.75ms, mfu 0.02%
iter 4260: loss 1.2692, time 3589.37ms, mfu 0.02%
iter 4280: loss 1.2601, time 3529.82ms, mfu 0.02%
iter 4300: loss 1.2115, time 3588.77ms, mfu 0.02%
iter 4320: loss 1.2137, time 3559.41ms, mfu 0.02%
iter 4340: loss 1.1163, time 3577.71ms, mfu 0.02%
iter 4360: loss 1.2541, time 3619.05ms, mfu 0.02%
iter 4380: loss 1.1215, time 3518.39ms, mfu 0.02%
step 4400: train loss 0.9384, val loss 1.5798
saving checkpoint to out-qaoa
iter 4400: loss 1.1184, time 30070.21ms, mfu 0.02%
iter 4420: loss 1.1706, time 3595.66ms, mfu 0.02%
iter 4440: loss 1.2971, time 3513.05ms, mfu 0.02%
iter 4460: loss 1.1653, time 3598.96ms, mfu 0.02%
iter 4480: loss 1.1141, time 3563.61ms, mfu 0.02%
iter 4500: loss 1.1085, time 3537.29ms, mfu 0.02%
iter 4520: loss 1.0829, time 3563.47ms, mfu 0.02%
iter 4540: loss 1.1865, time 3586.42ms, mfu 0.02%
iter 4560: loss 1.1216, time 3614.35ms, mfu 0.02%
iter 4580: loss 1.0306, time 3521.20ms, mfu 0.02%
step 4600: train loss 0.8604, val loss 1.5630
saving checkpoint to out-qaoa
iter 4600: loss 1.0610, time 29534.69ms, mfu 0.02%
iter 4620: loss 1.1446, time 3513.61ms, mfu 0.02%
iter 4640: loss 1.1295, time 3607.78ms, mfu 0.02%
iter 4660: loss 1.0432, time 3594.95ms, mfu 0.02%
iter 4680: loss 1.0537, time 3536.88ms, mfu 0.02%
iter 4700: loss 1.0586, time 3532.95ms, mfu 0.02%
iter 4720: loss 1.0930, time 3575.43ms, mfu 0.02%
iter 4740: loss 1.1371, time 3581.46ms, mfu 0.02%
iter 4760: loss 0.9905, time 3572.34ms, mfu 0.02%
iter 4780: loss 1.0801, time 3553.84ms, mfu 0.02%
step 4800: train loss 0.7753, val loss 1.5133
saving checkpoint to out-qaoa
iter 4800: loss 1.0742, time 29412.72ms, mfu 0.02%
iter 4820: loss 1.0459, time 3574.89ms, mfu 0.02%
iter 4840: loss 1.0178, time 3576.79ms, mfu 0.02%
iter 4860: loss 0.9512, time 3563.70ms, mfu 0.02%
iter 4880: loss 1.0755, time 3557.30ms, mfu 0.02%
iter 4900: loss 1.1015, time 3588.09ms, mfu 0.02%
iter 4920: loss 0.9740, time 3528.71ms, mfu 0.02%
iter 4940: loss 1.0593, time 3568.71ms, mfu 0.02%
iter 4960: loss 0.9593, time 3546.74ms, mfu 0.02%
iter 4980: loss 0.9578, time 3561.21ms, mfu 0.02%
step 5000: train loss 0.7114, val loss 1.4646
saving checkpoint to out-qaoa
iter 5000: loss 0.9674, time 30340.31ms, mfu 0.02%
iter 5020: loss 0.9175, time 3596.65ms, mfu 0.02%
iter 5040: loss 0.9475, time 3582.70ms, mfu 0.02%
iter 5060: loss 0.9788, time 3517.71ms, mfu 0.02%
iter 5080: loss 0.9800, time 3472.71ms, mfu 0.02%
iter 5100: loss 0.9745, time 3536.59ms, mfu 0.02%
iter 5120: loss 1.0175, time 3518.36ms, mfu 0.02%
iter 5140: loss 0.9619, time 3502.83ms, mfu 0.02%
iter 5160: loss 0.9151, time 3535.39ms, mfu 0.02%
iter 5180: loss 0.9374, time 3520.78ms, mfu 0.02%
step 5200: train loss 0.6514, val loss 1.4030
saving checkpoint to out-qaoa
iter 5200: loss 0.8762, time 29335.39ms, mfu 0.02%
iter 5220: loss 0.9687, time 3471.94ms, mfu 0.02%
iter 5240: loss 0.9619, time 3571.71ms, mfu 0.02%
iter 5260: loss 0.9244, time 3576.68ms, mfu 0.02%
iter 5280: loss 0.9184, time 3663.76ms, mfu 0.02%
iter 5300: loss 0.8577, time 3588.05ms, mfu 0.02%
iter 5320: loss 0.8697, time 3512.64ms, mfu 0.02%
iter 5340: loss 0.8560, time 3471.32ms, mfu 0.02%
iter 5360: loss 0.8438, time 3539.66ms, mfu 0.02%
iter 5380: loss 0.8268, time 3592.56ms, mfu 0.02%
step 5400: train loss 0.6244, val loss 1.3774
saving checkpoint to out-qaoa
iter 5400: loss 0.9016, time 29449.79ms, mfu 0.02%
iter 5420: loss 0.9189, time 3586.28ms, mfu 0.02%
iter 5440: loss 0.9778, time 3548.40ms, mfu 0.02%
iter 5460: loss 0.8713, time 3593.34ms, mfu 0.02%
iter 5480: loss 0.8596, time 3604.56ms, mfu 0.02%
iter 5500: loss 0.8828, time 3580.62ms, mfu 0.02%
iter 5520: loss 0.8312, time 3627.46ms, mfu 0.02%
iter 5540: loss 0.8930, time 3579.45ms, mfu 0.02%
iter 5560: loss 0.8221, time 3585.39ms, mfu 0.02%
iter 5580: loss 0.8534, time 3580.91ms, mfu 0.02%
step 5600: train loss 0.5644, val loss 1.3175
saving checkpoint to out-qaoa
iter 5600: loss 0.9257, time 30596.62ms, mfu 0.02%
iter 5620: loss 0.8550, time 3590.68ms, mfu 0.02%
iter 5640: loss 0.8527, time 3498.45ms, mfu 0.02%
iter 5660: loss 0.7835, time 3495.37ms, mfu 0.02%
iter 5680: loss 0.8447, time 3521.70ms, mfu 0.02%
iter 5700: loss 0.8550, time 3504.91ms, mfu 0.02%
iter 5720: loss 0.8144, time 3501.61ms, mfu 0.02%
iter 5740: loss 0.8766, time 3471.28ms, mfu 0.02%
iter 5760: loss 0.7930, time 3493.52ms, mfu 0.02%
iter 5780: loss 0.8457, time 3513.77ms, mfu 0.02%
step 5800: train loss 0.5367, val loss 1.2885
saving checkpoint to out-qaoa
iter 5800: loss 0.7541, time 29944.87ms, mfu 0.02%
iter 5820: loss 0.7795, time 3495.29ms, mfu 0.02%
iter 5840: loss 0.7668, time 3503.53ms, mfu 0.02%
iter 5860: loss 0.7355, time 3459.69ms, mfu 0.02%
iter 5880: loss 0.8091, time 3514.65ms, mfu 0.02%
iter 5900: loss 0.8009, time 3513.54ms, mfu 0.02%
iter 5920: loss 0.7849, time 3471.29ms, mfu 0.02%
iter 5940: loss 0.8291, time 3501.64ms, mfu 0.02%
iter 5960: loss 0.7654, time 3448.40ms, mfu 0.02%
iter 5980: loss 0.7685, time 3472.77ms, mfu 0.02%
step 6000: train loss 0.5101, val loss 1.2537
saving checkpoint to out-qaoa
iter 6000: loss 0.7471, time 28848.05ms, mfu 0.02%
iter 6020: loss 0.8580, time 3518.99ms, mfu 0.02%
iter 6040: loss 0.7818, time 3547.95ms, mfu 0.02%
iter 6060: loss 0.8432, time 3483.07ms, mfu 0.02%
iter 6080: loss 0.7441, time 3514.70ms, mfu 0.02%
iter 6100: loss 0.7305, time 3494.11ms, mfu 0.02%
iter 6120: loss 0.8212, time 3496.91ms, mfu 0.02%
iter 6140: loss 0.8167, time 3481.37ms, mfu 0.02%
iter 6160: loss 0.6762, time 3526.91ms, mfu 0.02%
iter 6180: loss 0.8240, time 3480.19ms, mfu 0.02%
step 6200: train loss 0.4831, val loss 1.1660
saving checkpoint to out-qaoa
iter 6200: loss 0.7452, time 30334.78ms, mfu 0.02%
iter 6220: loss 0.7281, time 3495.18ms, mfu 0.02%
iter 6240: loss 0.7542, time 3484.52ms, mfu 0.02%
iter 6260: loss 0.7467, time 3501.26ms, mfu 0.02%
iter 6280: loss 0.7081, time 3698.70ms, mfu 0.02%
iter 6300: loss 0.7294, time 3534.34ms, mfu 0.02%
iter 6320: loss 0.7603, time 3552.90ms, mfu 0.02%
iter 6340: loss 0.7629, time 3496.22ms, mfu 0.02%
iter 6360: loss 0.7514, time 3537.28ms, mfu 0.02%
iter 6380: loss 0.7216, time 3517.47ms, mfu 0.02%
step 6400: train loss 0.4645, val loss 1.2065
saving checkpoint to out-qaoa
iter 6400: loss 0.7495, time 29214.24ms, mfu 0.02%
iter 6420: loss 0.7663, time 3488.81ms, mfu 0.02%
iter 6440: loss 0.7705, time 3469.24ms, mfu 0.02%
iter 6460: loss 0.6947, time 3428.41ms, mfu 0.02%
iter 6480: loss 0.7567, time 3472.10ms, mfu 0.02%
iter 6500: loss 0.6981, time 3461.03ms, mfu 0.02%
iter 6520: loss 0.7253, time 3498.46ms, mfu 0.02%
iter 6540: loss 0.7131, time 3466.41ms, mfu 0.02%
iter 6560: loss 0.6488, time 3506.77ms, mfu 0.02%
iter 6580: loss 0.6864, time 3473.48ms, mfu 0.02%
step 6600: train loss 0.4465, val loss 1.1712
saving checkpoint to out-qaoa
iter 6600: loss 0.6726, time 29860.67ms, mfu 0.02%
iter 6620: loss 0.6947, time 3517.02ms, mfu 0.02%
iter 6640: loss 0.7395, time 3490.41ms, mfu 0.02%
iter 6660: loss 0.6576, time 3496.01ms, mfu 0.02%
iter 6680: loss 0.6650, time 3494.56ms, mfu 0.02%
iter 6700: loss 0.6554, time 3521.80ms, mfu 0.02%
iter 6720: loss 0.6274, time 3522.59ms, mfu 0.02%
iter 6740: loss 0.6218, time 3639.22ms, mfu 0.02%
iter 6760: loss 0.6748, time 3515.76ms, mfu 0.02%
iter 6780: loss 0.7351, time 3491.07ms, mfu 0.02%
step 6800: train loss 0.4260, val loss 1.0867
saving checkpoint to out-qaoa
iter 6800: loss 0.7221, time 29630.05ms, mfu 0.02%
iter 6820: loss 0.6110, time 3509.17ms, mfu 0.02%
iter 6840: loss 0.6408, time 3523.37ms, mfu 0.02%
iter 6860: loss 0.6618, time 3541.95ms, mfu 0.02%
iter 6880: loss 0.6298, time 3483.81ms, mfu 0.02%
iter 6900: loss 0.6203, time 3478.28ms, mfu 0.02%
iter 6920: loss 0.6356, time 3508.92ms, mfu 0.02%
iter 6940: loss 0.6459, time 3514.41ms, mfu 0.02%
iter 6960: loss 0.6301, time 3465.42ms, mfu 0.02%
iter 6980: loss 0.6057, time 3468.96ms, mfu 0.02%
step 7000: train loss 0.4194, val loss 1.0917
saving checkpoint to out-qaoa
iter 7000: loss 0.7102, time 28862.35ms, mfu 0.02%
iter 7020: loss 0.6531, time 3455.22ms, mfu 0.02%
iter 7040: loss 0.6622, time 3492.96ms, mfu 0.02%
iter 7060: loss 0.6714, time 3483.39ms, mfu 0.02%
iter 7080: loss 0.5966, time 3556.89ms, mfu 0.02%
iter 7100: loss 0.5817, time 3481.99ms, mfu 0.02%
iter 7120: loss 0.6986, time 3470.97ms, mfu 0.02%
iter 7140: loss 0.7159, time 3523.71ms, mfu 0.02%
iter 7160: loss 0.6390, time 3501.47ms, mfu 0.02%
iter 7180: loss 0.5956, time 3489.74ms, mfu 0.02%
step 7200: train loss 0.3985, val loss 1.0850
saving checkpoint to out-qaoa
iter 7200: loss 0.6109, time 29228.72ms, mfu 0.02%
iter 7220: loss 0.5685, time 3538.06ms, mfu 0.02%
iter 7240: loss 0.6058, time 3514.33ms, mfu 0.02%
iter 7260: loss 0.6465, time 3510.18ms, mfu 0.02%
iter 7280: loss 0.6505, time 3447.85ms, mfu 0.02%
iter 7300: loss 0.6705, time 3482.44ms, mfu 0.02%
iter 7320: loss 0.6263, time 3495.88ms, mfu 0.02%
iter 7340: loss 0.6362, time 3532.78ms, mfu 0.02%
iter 7360: loss 0.5630, time 3507.54ms, mfu 0.02%
iter 7380: loss 0.5760, time 3474.37ms, mfu 0.02%
step 7400: train loss 0.3922, val loss 1.0549
saving checkpoint to out-qaoa
iter 7400: loss 0.6295, time 29477.70ms, mfu 0.02%
iter 7420: loss 0.6629, time 3520.52ms, mfu 0.02%
iter 7440: loss 0.6236, time 3571.64ms, mfu 0.02%
iter 7460: loss 0.5801, time 3500.50ms, mfu 0.02%
iter 7480: loss 0.6286, time 3461.98ms, mfu 0.02%
iter 7500: loss 0.6242, time 3523.11ms, mfu 0.02%
iter 7520: loss 0.5998, time 3465.15ms, mfu 0.02%
